oriX,oriY,oriZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,positionX,rwValue,batteryVoltage,systemState,cameraState,reactionWheelState,onTimeSec,flightTimeSec,pressure,imuTemp,baroTemp,GPSSats,latitude,longitude
0.00,6.38,0.50,9.89,0.09,1.11,0.54,-1.58,0.45,13.52,-0.04,0.00,7.73,1,0,1,606.73,0,1011.80,50.4,54.0,15.00,44.5988,11.6562
0.00,6.27,0.44,9.89,0.08,1.09,0.94,-1.59,0.61,12.73,-0.04,0.00,7.70,1,0,1,607.73,0,1011.88,50.4,54.0,15.00,44.5988,11.6562
0.00,6.28,0.36,9.87,0.06,1.09,0.94,-1.59,0.54,13.72,-0.04,0.00,7.68,1,0,1,608.74,0,1011.78,50.5,54.0,15.00,44.5988,11.6562
0.00,6.25,0.41,9.92,0.07,1.09,0.80,-1.65,0.52,13.35,-0.04,0.00,7.67,1,0,1,609.75,0,1011.82,50.4,54.0,15.00,44.5988,11.6562
0.00,6.43,0.44,9.90,0.08,1.12,0.63,-1.59,0.54,13.46,-0.04,0.00,7.64,1,0,1,610.75,0,1011.81,50.5,54.0,15.00,44.5988,11.6562
0.00,6.51,0.39,9.90,0.07,1.13,0.89,-1.58,0.56,13.98,-0.04,0.00,7.69,1,0,1,611.76,0,1011.75,50.5,54.0,15.00,44.5988,11.6562
0.00,6.27,0.33,9.89,0.06,1.09,0.73,-1.65,0.56,13.57,-0.04,0.00,7.73,1,0,1,612.76,0,1011.80,50.5,54.0,15.00,44.5988,11.6562
0.00,6.47,0.50,9.87,0.09,1.12,0.88,-1.66,0.51,13.00,-0.04,0.00,7.74,1,0,1,613.76,0,1011.86,50.4,54.1,15.00,44.5988,11.6562
0.00,6.39,0.55,9.88,0.10,1.11,0.84,-1.54,0.52,14.10,-0.04,0.00,7.73,1,0,1,614.76,0,1011.74,50.5,54.1,15.00,44.5988,11.6562
0.00,6.43,0.38,9.93,0.07,1.12,0.86,-1.59,0.56,13.81,-0.04,0.00,7.74,1,0,1,615.76,0,1011.77,50.5,54.1,15.00,44.5988,11.6562
0.00,6.40,0.41,9.90,0.07,1.11,0.58,-1.61,0.54,14.01,-0.04,0.00,7.70,1,0,1,616.77,0,1011.75,50.4,54.1,15.00,44.5988,11.6562
0.00,6.31,0.39,9.91,0.07,1.10,0.61,-1.56,0.54,14.21,-0.04,0.00,7.73,1,0,1,617.77,0,1011.73,50.5,54.1,15.00,44.5988,11.6562
0.00,6.39,0.58,9.88,0.10,1.11,0.84,-1.59,0.52,14.04,-0.04,0.00,7.73,1,0,1,618.77,0,1011.75,50.5,54.1,15.00,44.5988,11.6562
0.00,6.51,0.39,9.90,0.07,1.13,0.68,-1.59,0.49,13.82,-0.04,0.00,7.74,1,0,1,619.77,0,1011.77,50.5,54.1,15.00,44.5988,11.6562
0.00,6.36,0.39,9.87,0.07,1.10,0.52,-1.59,0.49,13.55,-0.04,0.00,7.73,1,0,1,620.77,0,1011.80,50.6,54.1,15.00,44.5988,11.6562
0.00,6.31,0.52,9.87,0.09,1.09,0.73,-1.66,0.56,13.34,-0.04,0.00,7.72,1,0,1,621.77,0,1011.82,50.5,54.1,15.00,44.5988,11.6562
0.00,6.22,0.39,9.87,0.07,1.08,0.82,-1.54,0.54,13.86,-0.04,0.00,7.67,1,0,1,622.77,0,1011.77,50.5,54.1,15.00,44.5988,11.6562
0.00,6.17,0.36,9.88,0.06,1.07,0.88,-1.58,0.58,13.76,-0.04,0.00,7.65,1,0,1,623.77,0,1011.78,50.5,54.1,15.00,44.5988,11.6562
0.00,6.25,0.47,9.87,0.08,1.08,0.68,-1.61,0.56,13.67,-0.04,0.00,7.69,1,0,1,624.77,0,1011.78,50.5,54.1,15.00,44.5988,11.6562
0.00,6.22,0.36,9.88,0.06,1.08,0.86,-1.63,0.47,14.07,-0.04,0.00,7.68,1,0,1,625.77,0,1011.74,50.5,54.1,15.00,44.5988,11.6562
0.00,7.41,0.39,9.86,0.07,1.28,2.89,-1.73,0.93,13.67,-0.04,0.00,7.73,1,0,1,626.77,0,1011.78,50.5,54.1,15.00,44.5988,11.6562
0.00,6.57,0.28,9.89,0.05,1.14,0.44,-1.68,0.44,13.91,-0.04,0.00,7.67,1,0,1,627.78,0,1011.76,50.5,54.1,15.00,44.5988,11.6562
0.00,6.27,0.27,9.93,0.05,1.09,-0.80,-1.56,0.35,13.89,-0.04,0.00,7.72,1,0,1,628.78,0,1011.76,50.5,54.1,15.00,44.5988,11.6562
0.00,6.27,0.08,9.89,0.01,1.09,0.49,-1.65,0.47,14.10,-0.04,0.00,7.73,1,0,1,629.78,0,1011.74,50.5,54.1,15.00,44.5988,11.6562
0.00,6.21,0.63,9.90,0.11,1.08,1.56,-1.50,0.65,14.21,-0.04,0.00,7.67,1,0,1,630.78,0,1011.73,50.5,54.1,15.00,44.5988,11.6562
0.00,6.29,0.61,9.86,0.11,1.09,1.23,-1.66,0.65,13.22,-0.04,0.00,7.65,1,0,1,631.78,0,1011.83,50.5,54.1,15.00,44.5988,11.6562
0.00,6.49,0.44,9.88,0.08,1.12,0.75,-1.63,0.58,13.72,-0.04,0.00,7.70,1,0,1,632.78,0,1011.78,50.5,54.1,15.00,44.5988,11.6562
0.00,9.71,2.82,9.78,0.49,1.67,1.40,0.04,0.07,13.54,-0.04,0.00,7.75,1,0,1,633.79,0,1011.80,50.6,54.1,15.00,44.5988,11.6562
0.00,6.54,0.28,9.89,0.05,1.13,1.45,-1.56,0.65,13.64,-0.04,0.00,7.74,1,0,1,634.79,0,1011.79,50.6,54.1,15.00,44.5988,11.6562
0.00,6.22,0.50,9.88,0.09,1.08,-0.23,-1.59,0.33,14.54,-0.04,0.00,7.73,1,0,1,635.79,0,1011.69,50.6,54.1,15.00,44.5988,11.6562
0.00,6.32,0.41,9.89,0.07,1.10,0.80,-1.61,0.52,13.85,-0.04,0.00,7.75,1,0,1,636.79,0,1011.77,50.5,54.1,15.00,44.5988,11.6562
0.00,6.43,0.33,9.90,0.06,1.12,0.70,-1.63,0.54,13.95,-0.04,0.00,7.73,1,0,1,637.79,0,1011.76,50.6,54.1,15.00,44.5988,11.6562
0.00,6.47,0.60,9.91,0.11,1.12,1.00,-1.58,0.60,14.17,-0.04,0.00,7.72,1,0,1,638.80,0,1011.73,50.6,54.1,15.00,44.5988,11.6562
0.00,6.45,0.41,9.87,0.07,1.12,2.10,-1.52,0.67,13.69,-0.04,0.00,7.73,1,0,1,639.80,0,1011.78,50.6,54.2,15.00,44.5988,11.6562
0.00,6.21,0.19,9.90,0.03,1.08,0.80,-1.63,0.60,13.78,-0.04,0.00,7.70,1,0,1,640.81,0,1011.77,50.6,54.2,15.00,44.5988,11.6562
0.00,6.18,0.33,9.89,0.06,1.07,0.16,-1.65,0.49,13.81,-0.04,0.00,7.69,1,0,1,641.81,0,1011.77,50.6,54.2,15.00,44.5988,11.6562
0.00,6.32,0.52,9.89,0.09,1.10,1.00,-1.63,0.54,13.81,-0.04,0.00,7.67,1,0,1,642.81,0,1011.77,50.7,54.2,15.00,44.5988,11.6562
0.00,6.20,0.47,9.91,0.08,1.08,1.15,-1.52,0.60,13.42,-0.04,0.00,7.72,1,0,1,643.82,0,1011.81,50.6,54.2,15.00,44.5988,11.6562
0.00,6.74,0.30,9.88,0.05,1.17,0.84,-1.63,0.54,14.22,-0.04,0.00,7.69,1,0,1,644.82,0,1011.73,50.7,54.2,15.00,44.5988,11.6562
0.00,6.40,0.47,9.89,0.08,1.11,0.63,-1.58,0.51,14.35,-0.04,0.00,7.72,1,0,1,645.82,0,1011.71,50.6,54.2,15.00,44.5988,11.6562
0.00,6.30,0.39,9.88,0.07,1.09,0.84,-1.52,0.60,13.84,-0.04,0.00,7.72,1,0,1,646.82,0,1011.77,50.6,54.2,15.00,44.5988,11.6562
0.00,6.43,0.33,9.89,0.06,1.12,1.01,-1.58,0.58,14.16,-0.03,0.00,7.73,1,0,1,647.82,0,1011.73,50.6,54.2,15.00,44.5988,11.6562
0.00,6.32,0.41,9.89,0.07,1.10,0.61,-1.58,0.51,14.18,-0.03,0.00,7.68,1,0,1,648.83,0,1011.73,50.6,54.2,15.00,44.5988,11.6562
0.00,6.43,0.47,9.89,0.08,1.12,0.68,-1.54,0.51,13.39,-0.03,0.00,7.70,1,0,1,649.83,0,1011.81,50.7,54.2,15.00,44.5988,11.6562
0.00,6.22,0.44,9.88,0.08,1.08,0.80,-1.59,0.47,13.70,-0.03,0.00,7.67,1,0,1,650.83,0,1011.78,50.6,54.2,15.00,44.5988,11.6562
0.00,6.60,0.52,9.89,0.09,1.14,0.65,-1.61,0.51,13.81,-0.03,0.00,7.65,1,0,1,651.83,0,1011.77,50.7,54.2,15.00,44.5988,11.6562
0.00,6.27,0.41,9.89,0.07,1.09,0.72,-1.52,0.56,13.13,-0.03,0.00,7.69,1,0,1,652.84,0,1011.84,50.6,54.2,15.00,44.5988,11.6562
0.00,6.38,0.41,9.89,0.07,1.11,0.86,-1.56,0.56,13.75,-0.03,0.00,7.67,1,0,1,653.84,0,1011.78,50.7,54.2,15.00,44.5988,11.6562
0.00,6.25,0.33,9.87,0.06,1.08,0.80,-1.56,0.47,13.57,-0.03,0.00,7.72,1,0,1,654.84,0,1011.80,50.7,54.3,15.00,44.5988,11.6562
0.00,6.32,0.25,9.90,0.04,1.10,0.77,-1.59,0.52,13.57,-0.03,0.00,7.74,1,0,1,655.85,0,1011.80,50.6,54.3,15.00,44.5988,11.6562
0.00,6.19,0.47,9.88,0.08,1.07,0.73,-1.61,0.49,13.38,-0.03,0.00,7.69,1,0,1,656.85,0,1011.82,50.7,54.3,15.00,44.5988,11.6562
0.00,6.17,0.41,9.91,0.07,1.07,0.63,-1.63,0.51,13.58,-0.03,0.00,7.70,1,0,1,657.85,0,1011.79,50.7,54.3,15.00,44.5988,11.6562
0.00,6.16,0.39,9.88,0.07,1.07,0.75,-1.61,0.51,14.81,-0.03,0.00,7.72,1,0,1,658.85,0,1011.67,50.6,54.3,15.00,44.5988,11.6562
0.00,6.40,0.22,9.90,0.04,1.11,0.79,-1.59,0.52,13.14,-0.03,0.00,7.72,1,0,1,659.85,0,1011.84,50.7,54.3,15.00,44.5988,11.6562
0.00,6.36,0.47,9.92,0.08,1.11,0.65,-1.58,0.49,13.25,-0.03,0.00,7.65,1,0,1,660.85,0,1011.83,50.7,54.3,15.00,44.5988,11.6562
0.00,6.12,0.25,9.87,0.04,1.06,0.82,-1.61,0.54,13.94,-0.03,0.00,7.72,1,0,1,661.86,0,1011.76,50.7,54.3,15.00,44.5988,11.6562
0.00,6.27,0.41,9.89,0.07,1.09,0.68,-1.58,0.52,13.56,-0.03,0.00,7.72,1,0,1,662.86,0,1011.80,50.7,54.3,15.00,44.5988,11.6562
0.00,6.24,0.33,9.90,0.06,1.08,0.77,-1.63,0.56,14.07,-0.03,0.00,7.69,1,0,1,663.86,0,1011.74,50.7,54.3,15.00,44.5988,11.6562
0.00,6.24,0.36,9.90,0.06,1.08,0.84,-1.47,0.51,13.50,-0.03,0.00,7.64,1,0,1,664.86,0,1011.80,50.7,54.3,15.00,44.5988,11.6562
0.00,6.52,0.39,9.88,0.07,1.13,0.65,-1.63,0.52,13.70,-0.03,0.00,7.69,1,0,1,665.87,0,1011.78,50.7,54.3,15.00,44.5988,11.6562
0.00,6.38,0.28,9.89,0.05,1.11,0.65,-1.65,0.51,13.41,-0.03,0.00,7.70,1,0,1,666.87,0,1011.81,50.8,54.3,15.00,44.5988,11.6562
0.00,6.35,0.33,9.89,0.06,1.10,0.79,-1.66,0.47,13.72,-0.03,0.00,7.68,1,0,1,667.87,0,1011.78,50.7,54.3,15.00,44.5988,11.6562
0.00,6.32,0.55,9.90,0.10,1.10,0.51,-1.54,0.47,14.14,-0.03,0.00,7.69,1,0,1,668.87,0,1011.74,50.7,54.3,15.00,44.5988,11.6562
0.00,6.28,0.27,9.91,0.05,1.09,0.65,-1.54,0.54,14.05,-0.03,0.00,7.70,1,0,1,669.87,0,1011.75,50.7,54.3,15.00,44.5988,11.6562
0.00,6.32,0.39,9.89,0.07,1.10,0.70,-1.54,0.52,13.26,-0.03,0.00,7.73,1,0,1,670.88,0,1011.83,50.7,54.4,15.00,44.5988,11.6562
0.00,6.22,0.47,9.88,0.08,1.08,0.84,-1.59,0.52,13.57,-0.03,0.00,7.69,1,0,1,671.88,0,1011.80,50.7,54.4,15.00,44.5988,11.6562
0.00,6.23,0.36,9.86,0.06,1.08,0.65,-1.58,0.47,12.98,-0.03,0.00,7.69,1,0,1,672.88,0,1011.86,50.8,54.4,15.00,44.5988,11.6562
0.00,6.48,0.41,9.86,0.07,1.12,0.84,-1.59,0.56,13.60,-0.03,0.00,7.73,1,0,1,673.89,0,1011.79,50.8,54.4,15.00,44.5988,11.6562
0.00,6.32,0.30,9.89,0.05,1.10,0.72,-1.56,0.52,14.21,-0.03,0.00,7.72,1,0,1,674.89,0,1011.73,50.8,54.4,15.00,44.5988,11.6562
0.00,6.48,0.52,9.90,0.09,1.12,0.67,-1.58,0.49,14.13,-0.03,0.00,7.69,1,0,1,675.89,0,1011.74,50.8,54.4,15.00,44.5988,11.6562
0.00,6.36,0.30,9.88,0.05,1.10,0.84,-1.59,0.47,13.43,-0.03,0.00,7.72,1,0,1,676.89,0,1011.81,50.8,54.4,15.00,44.5988,11.6562
0.00,6.34,0.33,9.86,0.06,1.10,0.77,-1.54,0.56,14.15,-0.03,0.00,7.72,1,0,1,677.89,0,1011.74,50.8,54.4,15.00,44.5988,11.6562
0.00,6.27,0.47,9.89,0.08,1.09,0.67,-1.63,0.56,13.56,-0.03,0.00,7.70,1,0,1,678.89,0,1011.80,50.8,54.4,15.00,44.5988,11.6562
0.00,6.40,0.39,9.89,0.07,1.11,0.79,-1.59,0.49,13.98,-0.03,0.00,7.72,1,0,1,679.89,0,1011.75,50.8,54.4,15.00,44.5988,11.6562
0.00,6.26,0.30,9.90,0.05,1.09,0.82,-1.59,0.47,14.18,-0.03,0.00,7.65,1,0,1,680.89,0,1011.73,50.8,54.4,15.00,44.5988,11.6562
0.00,6.37,0.41,9.91,0.07,1.11,0.72,-1.68,0.51,13.50,-0.03,0.00,7.68,1,0,1,681.90,0,1011.80,50.8,54.4,15.00,44.5988,11.6562
0.00,6.24,0.52,9.89,0.09,1.08,0.58,-1.54,0.56,13.50,-0.03,0.00,7.68,1,0,1,682.90,0,1011.80,50.8,54.4,15.00,44.5988,11.6562
0.00,6.30,0.39,9.88,0.07,1.09,0.70,-1.56,0.52,13.70,-0.03,0.00,7.68,1,0,1,683.90,0,1011.78,50.8,54.4,15.00,44.5988,11.6562
0.00,6.29,0.44,9.90,0.08,1.09,0.77,-1.56,0.54,14.12,-0.03,0.00,7.70,1,0,1,684.90,0,1011.74,50.8,54.4,15.00,44.5988,11.6562
0.00,6.19,0.50,9.88,0.09,1.07,0.73,-1.59,0.52,13.94,-0.03,0.00,7.65,1,0,1,685.91,0,1011.76,50.8,54.4,15.00,44.5988,11.6562
0.00,6.37,0.41,9.90,0.07,1.11,0.79,-1.63,0.47,13.75,-0.03,0.00,7.72,1,0,1,686.91,0,1011.78,50.8,54.5,15.00,44.5988,11.6562
0.00,6.41,0.58,9.89,0.10,1.11,0.80,-1.58,0.51,13.35,-0.03,0.00,7.72,1,0,1,687.91,0,1011.82,50.8,54.5,15.00,44.5988,11.6562
0.00,6.28,0.47,9.87,0.08,1.09,0.72,-1.59,0.51,13.96,-0.03,0.00,7.72,1,0,1,688.91,0,1011.76,50.8,54.5,15.00,44.5988,11.6562
0.00,6.21,0.41,9.89,0.07,1.08,0.75,-1.59,0.47,14.78,-0.03,0.00,7.72,1,0,1,689.91,0,1011.67,50.8,54.5,15.00,44.5988,11.6562
0.00,6.31,0.33,9.87,0.06,1.09,0.72,-1.59,0.49,13.00,-0.03,0.00,7.68,1,0,1,690.91,0,1011.86,50.8,54.5,15.00,44.5988,11.6562
0.00,6.15,0.36,9.91,0.06,1.07,0.25,-1.65,0.49,13.60,-0.03,0.00,7.72,1,0,1,691.92,0,1011.79,50.8,54.5,15.00,44.5988,11.6562
0.00,5.05,2.27,176.69,4.18,15.30,-197.85,-19.64,-18.27,40.80,-0.03,0.00,7.73,1,0,1,692.92,0,1008.93,50.7,54.3,15.00,44.5988,11.6562
0.00,-11.87,-6.04,-11.91,-1.29,-2.52,-234.64,-7.32,-39.80,171.92,-0.03,0.00,7.72,1,0,1,693.92,0,995.24,50.7,54.3,14.00,44.5988,11.6562
0.00,-2.37,-9.42,-9.13,-1.52,-0.38,-206.24,12.30,-28.73,298.68,-0.03,0.00,7.68,1,0,1,694.92,0,982.24,50.8,54.4,14.00,44.5988,11.6562
0.00,-17.89,-2.10,-7.47,-0.29,-2.41,-176.66,-0.77,-28.39,434.99,-0.03,0.00,7.74,1,0,1,695.92,0,968.47,50.9,54.5,14.00,44.5988,11.6562
0.00,-25.72,-6.40,-5.25,-0.66,-2.55,-154.75,-1.86,-21.66,556.80,-0.03,0.00,7.75,1,0,1,696.92,0,956.37,50.9,54.5,14.00,44.5988,11.6562
0.00,-10.75,-12.82,-3.76,-0.87,-0.73,-130.80,-5.79,-23.59,665.59,-0.03,0.00,7.67,1,0,1,697.93,0,945.71,50.9,54.5,4.00,44.5992,11.6555
0.00,-13.78,-5.74,-2.78,-0.29,-0.68,-110.53,-3.10,-14.42,759.84,-0.03,0.00,7.74,1,0,1,698.93,0,936.59,50.9,54.5,4.00,44.5992,11.6555
0.00,-41.50,2.67,10.27,0.64,-9.11,-573.37,26.55,118.75,449.09,8.90,0.00,7.68,1,0,1,764.06,0,964.03,31.2,33.7,14.00,44.6011,11.6554
0.00,-40.01,-0.01,14.34,-0.00,-12.04,-573.37,105.37,-128.71,438.22,8.90,0.00,7.70,1,0,1,765.06,0,965.18,31.2,33.6,14.00,44.6011,11.6554
0.00,-37.29,-3.79,14.02,-1.17,-10.71,-573.37,-313.58,22.38,429.93,9.38,0.00,7.69,1,0,1,766.06,0,966.05,31.1,33.5,15.00,44.6018,11.6563
0.00,-44.39,7.10,7.71,1.35,-7.67,-573.37,115.59,279.60,395.76,8.94,0.00,7.70,1,0,1,770.07,0,969.67,31.0,33.3,14.00,44.6018,11.656464
0.00,-42.20,6.37,10.49,1.59,-9.62,-573.37,88.55,102.01,292.84,7.89,0.00,7.74,1,0,1,781.09,0,980.75,30.7,33.0,15.00,44.6017,11.6560
0.00,-36.42,-1.46,13.47,-0.43,-9.94,-573.37,-48.60,-5.23,147.92,4.07,0.00,7.69,1,0,1,797.12,0,996.67,30.8,33.0,15.00,44.6020,11.6560
0.00,-41.58,3.25,10.02,0.76,-8.91,-573.37,32.06,80.31,72.85,3.29,0.00,7.64,1,0,1,806.14,0,1005.04,31.0,33.2,15.00,44.6020,11.6561
